tweet_id,date_and_time,tweet
2.18778E+17,Fri Jun 29 18:48:29 +0000 2012,Asthma Rates Higher Near Busy Highway:  http://on-msn.com/MdmmcN
2.18778E+17,Fri Jun 29 18:48:29 +0000 2012,Hot Flashes Don't Signal Poor Heart Health for Most Women: Study:  http://on-msn.com/MdmlWz
2.18778E+17,Fri Jun 29 18:48:29 +0000 2012,Asthma Rates Higher Near Busy New York Highway:  http://on-msn.com/MdmlWx
2.18778E+17,Fri Jun 29 18:48:29 +0000 2012,Summertime Is Tonsillectomy Time:  http://on-msn.com/QBsri0
2.18778E+17,Fri Jun 29 18:48:28 +0000 2012,Toddlers Are Happier to Give Than Receive: Study:  http://on-msn.com/MdmlWv
2.18746E+17,Fri Jun 29 16:42:57 +0000 2012,"Gene Boosts Tomato's Color, But May Make It Less Tasty:  http://on-msn.com/OJsXgW"
2.18746E+17,Fri Jun 29 16:42:57 +0000 2012,Study of Retired NFL Players Finds Evidence of Brain Damage:  http://on-msn.com/NcsxZ4
2.18746E+17,Fri Jun 29 16:42:56 +0000 2012,"Gay or Straight, Parents Too Tired for Sex, Study Suggests:  http://on-msn.com/NcsxYY"
2.18746E+17,Fri Jun 29 16:42:56 +0000 2012,Residents as Good as Fully Trained Docs if Properly Supervised: Study:  http://on-msn.com/OJsVFP
2.18746E+17,Fri Jun 29 16:42:56 +0000 2012,Minorities Less Likely to Use Hospice Care: Study:  http://on-msn.com/NcsxYW
2.18699E+17,Fri Jun 29 13:32:43 +0000 2012,Supreme Court Ruling Sets Stage for Full Rollout of Health-Care Reform Law:  http://on-msn.com/NWKnns
2.18462E+17,Thu Jun 28 21:50:57 +0000 2012,Muscle Mass Linked to Bone Health in Some Parts of Body:  http://on-msn.com/OEYkJe
2.18446E+17,Thu Jun 28 20:48:40 +0000 2012,"Court's Verdict on Health-Care Reform Holds Surprises, Legal Experts Say:  http://on-msn.com/MZgroe"
2.18446E+17,Thu Jun 28 20:48:40 +0000 2012,Small Babies Can Be Sign of Heart Problems in Mother:  http://on-msn.com/NSBSK9
2.18414E+17,Thu Jun 28 18:41:43 +0000 2012,Is Court's Health-Care Ruling a Wise Decision? It Depends...:  http://on-msn.com/OEa9j3
2.18414E+17,Thu Jun 28 18:41:43 +0000 2012,"40 Million Americans Addicted to Cigarettes, Alcohol or Drugs:  http://on-msn.com/OEa8eZ"
2.18414E+17,Thu Jun 28 18:41:43 +0000 2012,"Greater L.A. Heating Up, Climate Experts Predict:  http://on-msn.com/OEa8eV"
2.18398E+17,Thu Jun 28 17:39:04 +0000 2012,"Smallest, Largest Fetuses at Higher Risk of Stillbirth:  http://on-msn.com/NGAgQb"
2.18398E+17,Thu Jun 28 17:39:04 +0000 2012,Supreme Court Backs Much of Controversial Health Reform Law:  http://on-msn.com/ODRSCh
2.18334E+17,Thu Jun 28 13:25:10 +0000 2012,"Eating Vegetables May Protect Pancreas, Study Suggests:  http://on-msn.com/NFHXGr"
2.18334E+17,Thu Jun 28 13:25:10 +0000 2012,Newer 'Second-Line' Diabetes Drug May Outperform Older Meds:  http://on-msn.com/OCxUYM
2.18334E+17,Thu Jun 28 13:25:10 +0000 2012,U.S. Mammography Rates Drop Following Task Force Recommendations:  http://on-msn.com/OCxX6P
2.18334E+17,Thu Jun 28 13:25:10 +0000 2012,Job Worries for Parents May Mean Poorer Nutrition for Kids:  http://on-msn.com/NFHXGn
2.18138E+17,Thu Jun 28 00:25:49 +0000 2012,Standing at Work All Day While Pregnant Linked to Smaller Babies:  http://on-msn.com/QnawLV
2.18107E+17,Wed Jun 27 22:21:41 +0000 2012,College Athlete Deaths in Workouts Spur New Guidelines:  http://on-msn.com/MxGgNd
2.18107E+17,Wed Jun 27 22:21:41 +0000 2012,Annual Beaches Report Finds Water Quality Lacking Along U.S. Shores:  http://on-msn.com/MWraS5
2.18107E+17,Wed Jun 27 22:21:41 +0000 2012,"Under Right Conditions, Fertility Treatment Can Equal Natural Conception Rates: Study:  http://on-msn.com/MxGjbJ"
2.18107E+17,Wed Jun 27 22:21:40 +0000 2012,Early Surgery May Benefit Some With Heart Infection:  http://on-msn.com/MxGgN7
2.18107E+17,Wed Jun 27 22:21:40 +0000 2012,Supreme Court Expected to Rule Thursday on Health Care Reform:  http://on-msn.com/MWraBJ
2.18091E+17,Wed Jun 27 21:19:44 +0000 2012,FDA Approves First New Weight-Loss Drug in More Than a Decade:  http://on-msn.com/M5HOQV
2.18091E+17,Wed Jun 27 21:19:44 +0000 2012,"Smoking, Pesticides Might Spur Rare 'Sleep-Kicking' Disorder:  http://on-msn.com/M5HQbx"
2.1806E+17,Wed Jun 27 19:15:06 +0000 2012,Fossilized Teeth Hold Clues to Early Human Species' Diet:  http://on-msn.com/Oy1crx
2.1806E+17,Wed Jun 27 19:15:06 +0000 2012,Experimental Vaccine Seems to Stop Nicotine Addiction in Mice:  http://on-msn.com/N3oDlc
2.18028E+17,Wed Jun 27 17:09:32 +0000 2012,Weight Loss May Increase Testosterone Levels:  http://on-msn.com/NNyiRC
2.18028E+17,Wed Jun 27 17:09:32 +0000 2012,"Pictures of Fatty, Sugary Foods May Spur Cravings:  http://on-msn.com/MUyhZp"
2.18028E+17,Wed Jun 27 17:09:32 +0000 2012,Exercise Program Boosts Health After Lung Transplant: Study:  http://on-msn.com/MUyhZn
2.18004E+17,Wed Jun 27 15:33:36 +0000 2012,Surgeons Seek Repeal of Transplant Ban Between HIV-Positive People:  http://on-msn.com/MUzban
2.18004E+17,Wed Jun 27 15:33:36 +0000 2012,"Fear of Childbirth Linked to Longer Labor, Study Says:  http://on-msn.com/MwnR3i"
2.18004E+17,Wed Jun 27 15:33:36 +0000 2012,"To Improve School Nutrition, Involve Teachers and Parents:  http://on-msn.com/MwnTYT"
2.18004E+17,Wed Jun 27 15:33:36 +0000 2012,Wednesday Is National HIV Testing Day:  http://on-msn.com/MUzbad
2.18004E+17,Wed Jun 27 15:33:36 +0000 2012,FDA Probing Safety of Metal-on-Metal Hip Implants:  http://on-msn.com/MUzcuF
2.17371E+17,Mon Jun 25 21:38:14 +0000 2012,Sleep Can Sharpen Your Memory:  http://on-msn.com/LXGAam
2.17371E+17,Mon Jun 25 21:38:14 +0000 2012,Are Statins Less Helpful for Women?:  http://on-msn.com/Q5R3iO
2.17371E+17,Mon Jun 25 21:38:13 +0000 2012,E-Records Linked to Fewer Malpractice Claims:  http://on-msn.com/LXGzU2
2.17371E+17,Mon Jun 25 21:38:13 +0000 2012,Intuitive 'Number Sense' Makes Daily Life Easier:  http://on-msn.com/Q5R3iK
2.17371E+17,Mon Jun 25 21:38:13 +0000 2012,Even Brief Ozone Exposure May Raise Fatal Heart Risk: Study:  http://on-msn.com/LXGBeF
2.17355E+17,Mon Jun 25 20:34:19 +0000 2012,'Dessert' With Breakfast Boosts Weight Loss: Study:  http://on-msn.com/MM2ZG6
2.17355E+17,Mon Jun 25 20:34:19 +0000 2012,One-Fifth of Nursing Home Residents Fall in First Month:  http://on-msn.com/MM30JX
2.17308E+17,Mon Jun 25 17:26:45 +0000 2012,New Melanoma Drug May Extend Survival:  http://on-msn.com/LWVuxL
2.17308E+17,Mon Jun 25 17:26:45 +0000 2012,More Vigilance Needed to Protect Kids With Food Allergies:  http://on-msn.com/LWVwFG
2.17308E+17,Mon Jun 25 17:26:44 +0000 2012,Employment Key to Helping Veterans Adjust to Life Back Home:  http://on-msn.com/Q4aBUN
2.173E+17,Mon Jun 25 16:55:39 +0000 2012,Supreme Court's Ruling on Health Care Reform Could Come Monday:  http://on-msn.com/Q3VXwH
2.173E+17,Mon Jun 25 16:55:39 +0000 2012,Delaying ADHD Meds Could Hurt Kids' Math Scores:  http://on-msn.com/Q3VVF0
2.173E+17,Mon Jun 25 16:55:39 +0000 2012,Even Moderate Exercise Might Cut Breast Cancer Risk: Study:  http://on-msn.com/Q3VXwz
2.173E+17,Mon Jun 25 16:55:38 +0000 2012,Could  Fertility Drugs Make Kids Shorter?:  http://on-msn.com/LWPG7i
2.173E+17,Mon Jun 25 16:55:38 +0000 2012,Plastics Chemical Linked to Obesity in Kids:  http://on-msn.com/Q3VVEU
2.16266E+17,Fri Jun 22 20:26:22 +0000 2012,HIV Exposure Before Birth May Raise Kids' Risk of Hearing Loss:  http://on-msn.com/O5Y0TI
2.16266E+17,Fri Jun 22 20:26:22 +0000 2012,Young Men Taking HIV Meds May Be at Risk for Bone Loss:  http://on-msn.com/O5Y0TA
2.16266E+17,Fri Jun 22 20:26:22 +0000 2012,Sleep May Ease Symptoms of Parkinson's Disease: Study:  http://on-msn.com/O5Y3Pg
2.16266E+17,Fri Jun 22 20:26:21 +0000 2012,"Germ Culprits in Moldy, Water-Damaged Buildings Identified:  http://on-msn.com/O5Y3Pe"
2.16266E+17,Fri Jun 22 20:26:21 +0000 2012,"Exercise Won't Affect Breast Milk, Baby's Growth: Study:  http://on-msn.com/O5Y3yY"
2.16163E+17,Fri Jun 22 13:37:30 +0000 2012,1 in 10 Fibromyalgia Patients Uses Marijuana to Ease Pain:  http://on-msn.com/MGjXkU
2.16163E+17,Fri Jun 22 13:37:30 +0000 2012,"Active, Outdoor Teens Are Happier Teens: Study:  http://on-msn.com/O42jPg"
2.16163E+17,Fri Jun 22 13:37:30 +0000 2012,"Red Wine, Weather May Trigger Migraines:  http://on-msn.com/O42iuU"
2.15118E+17,Tue Jun 19 16:24:48 +0000 2012,More Than 46 Million Americans Uninsured in 2011: Report:  http://on-msn.com/MsyKQg
2.15118E+17,Tue Jun 19 16:24:48 +0000 2012,Could Sunlight Lower Your Odds for Pancreatic Cancer?:  http://on-msn.com/MsyMYa
2.15118E+17,Tue Jun 19 16:24:48 +0000 2012,More Than Half of Resident Docs Have Worked While Sick: Study:  http://on-msn.com/NMJPTf
2.15118E+17,Tue Jun 19 16:24:47 +0000 2012,Discount Supermarkets Tied to Rising Obesity Rates:  http://on-msn.com/MsyKQ6
2.15078E+17,Tue Jun 19 13:47:09 +0000 2012,Health of Americans a Mixed Bag: CDC Report:  http://on-msn.com/MrW00I
2.15078E+17,Tue Jun 19 13:47:09 +0000 2012,Hospitalization May Be 'Tipping Point' for Alzheimer's Decline:  http://on-msn.com/NLXdr1
2.15078E+17,Tue Jun 19 13:47:09 +0000 2012,Kidney Disease May Be as Harmful to Heart as Heart Attack: Study:  http://on-msn.com/NLXdqX
2.14834E+17,Mon Jun 18 21:35:20 +0000 2012,Arthritis Treatment Linked to Liver Problems in Study:  http://on-msn.com/MoFJK1
2.14818E+17,Mon Jun 18 20:32:54 +0000 2012,Long-Term Salty Diets Tied Again to High Blood Pressure:  http://on-msn.com/PdPvCS
2.14818E+17,Mon Jun 18 20:32:54 +0000 2012,Dramatic Rise in Kids Hospitalized With High Blood Pressure: Study:  http://on-msn.com/PdPvCQ
2.14818E+17,Mon Jun 18 20:32:54 +0000 2012,Could Psoriasis Increase Odds for Type 2 Diabetes?:  http://on-msn.com/PdPvCM
2.14818E+17,Mon Jun 18 20:32:53 +0000 2012,"Loneliness, Living Alone Might Shorten Life:  http://on-msn.com/Lt2FgJ"
2.14818E+17,Mon Jun 18 20:32:53 +0000 2012,Diabetes May Hasten Mental Decline:  http://on-msn.com/PdPsXB
2.14786E+17,Mon Jun 18 18:24:56 +0000 2012,Sleep Apnea May Be Linked to Nerve Damage in Diabetics:  http://on-msn.com/NHfwgU
2.14786E+17,Mon Jun 18 18:24:56 +0000 2012,Many Homeless May Harbor Hepatitis C:  http://on-msn.com/NHfwgS
2.14762E+17,Mon Jun 18 16:51:28 +0000 2012,Some May Drink More After Weight-Loss Surgery: Study:  http://on-msn.com/LWm5In
2.14762E+17,Mon Jun 18 16:51:28 +0000 2012,Brain-Injury Recovery Varies Widely Among Children:  http://on-msn.com/Miblov
2.14762E+17,Mon Jun 18 16:51:28 +0000 2012,"Anxiety, Depression May Raise Stroke Risk:  http://on-msn.com/Miblot"
2.14713E+17,Mon Jun 18 13:35:49 +0000 2012,Infant Vaccination 'Delays' Triple in Oregon: Study:  http://on-msn.com/NFQkHA
2.14713E+17,Mon Jun 18 13:35:48 +0000 2012,American Kids Getting Fewer Prescription Drugs: Study:  http://on-msn.com/NFQkHw
2.14713E+17,Mon Jun 18 13:35:48 +0000 2012,America Awaits Supreme Court's Ruling on Health Reform Law:  http://on-msn.com/MmVm4s
2.14427E+17,Sun Jun 17 18:38:47 +0000 2012,"Hotel Room Germs Abound on TV Remotes, Light Switches:  http://on-msn.com/NBNHGT"
2.14348E+17,Sun Jun 17 13:24:52 +0000 2012,Safer Grilling Methods Might Cut Cancer Risk:  http://on-msn.com/N5hXY4
2.13986E+17,Sat Jun 16 13:26:46 +0000 2012,Newly Aggressive Dogs May Be Reacting to Pain:  http://on-msn.com/NwpAt0
2.13986E+17,Sat Jun 16 13:26:46 +0000 2012,More People Stay 'Connected' on Vacation Via Web: Study:  http://on-msn.com/NwpC3X
2.13751E+17,Fri Jun 15 21:51:20 +0000 2012,Fathers Can Teach Their Children Persistence: Study:  http://on-msn.com/MPpXZJ
2.13733E+17,Fri Jun 15 20:39:48 +0000 2012,Parents' Fighting May Have Long-Lasting Effect on Kids:  http://on-msn.com/LMgqoc
2.13733E+17,Fri Jun 15 20:39:47 +0000 2012,"State Laws Cut Teen Drinking and Driving, Large Study Shows:  http://on-msn.com/LMgqoa"
2.13733E+17,Fri Jun 15 20:39:47 +0000 2012,Limited Use of Antibiotics OK for Dental Patients: Study:  http://on-msn.com/LMgqo8
2.13701E+17,Fri Jun 15 18:35:36 +0000 2012,EPA Proposes New Cuts on Levels of Soot in Air:  http://on-msn.com/LLTaqn
2.13701E+17,Fri Jun 15 18:35:36 +0000 2012,"Kids With Autism Face Health Care Disparities, Study Finds:  http://on-msn.com/M6Ozjl"
2.13701E+17,Fri Jun 15 18:35:35 +0000 2012,"Does Weight-Loss Surgery Work for Teens? Yes, Study Says:  http://on-msn.com/LLTaql"
2.13685E+17,Fri Jun 15 17:32:14 +0000 2012,"Graphic Cig Pack Labels Make Smokers Think, Study Finds:  http://on-msn.com/OS34Yu"
2.13685E+17,Fri Jun 15 17:32:14 +0000 2012,"FDA Approves Combo Shot for Meningitis, Hib in Kids:  http://on-msn.com/LgL0ZB"
2.13685E+17,Fri Jun 15 17:31:59 +0000 2012,'Sexting' Common Among Teens: Survey:  http://on-msn.com/MbZ5UO
2.13629E+17,Fri Jun 15 13:46:19 +0000 2012,Vitamin D Plus Calcium May Extend Life:  http://on-msn.com/M5JgR9
2.13629E+17,Fri Jun 15 13:46:18 +0000 2012,Unsafe Sex Common When Partner Cheats: Study:  http://on-msn.com/M5JgR7
2.13629E+17,Fri Jun 15 13:46:18 +0000 2012,"Dad's Love Can Be Crucial for Happy Childhood, Study Confirms:  http://on-msn.com/M5JgAT"
2.13629E+17,Fri Jun 15 13:46:18 +0000 2012,"Better-Educated Blacks, Lower Odds of Hypertension: Study:  http://on-msn.com/M5JiZe"
2.13383E+17,Thu Jun 14 21:30:38 +0000 2012,"Human Breast Milk May Block HIV, Mouse Study Finds:  http://on-msn.com/MThLuZ"
2.13367E+17,Thu Jun 14 20:27:52 +0000 2012,Mom's Smoking Tied to Dangerous Gut Illness in Preemies:  http://on-msn.com/M2mRnS
2.13367E+17,Thu Jun 14 20:27:52 +0000 2012,Vision Problems Tied to Extreme Prematurity in Study:  http://on-msn.com/M2mRnO
2.13343E+17,Thu Jun 14 18:53:42 +0000 2012,Motorcycle Helmet Laws Save Lives and Dollars: CDC:  http://on-msn.com/OKkbeN
2.13343E+17,Thu Jun 14 18:53:42 +0000 2012,Liposuction Might Have 'Boomerang' Effect:  http://on-msn.com/OKkc2r
2.13343E+17,Thu Jun 14 18:53:42 +0000 2012,Seniors' Attitude on Age May Affect Dementia Test Results: Study:  http://on-msn.com/LcCaMz
2.13343E+17,Thu Jun 14 18:53:41 +0000 2012,Research Solves How Fetus Is Shielded From Immune System:  http://on-msn.com/LcCdI9
2.13343E+17,Thu Jun 14 18:53:41 +0000 2012,Liver Transplantation No Bar to Successful Pregancy:  http://on-msn.com/LcCaMt
2.1331E+17,Thu Jun 14 16:42:30 +0000 2012,Many Lacked Preventive Care Before Health Reform Law: U.S. Report:  http://on-msn.com/MJCA8F
2.1331E+17,Thu Jun 14 16:42:30 +0000 2012,18 Million U.S. Cancer Survivors Expected by 2022: Report:  http://on-msn.com/NlPGPo
2.1331E+17,Thu Jun 14 16:42:30 +0000 2012,Scientists Develop New Method for Growing Bone:  http://on-msn.com/MJCA8z
2.13263E+17,Thu Jun 14 13:32:18 +0000 2012,First Stem Cell Vein Implant Helps Young Girl:  http://on-msn.com/LbrNbT
2.13263E+17,Thu Jun 14 13:32:17 +0000 2012,Fatigue in COPD Patients Often Precedes Hospitalization: Study:  http://on-msn.com/LbrOfL
2.13263E+17,Thu Jun 14 13:32:17 +0000 2012,Overweight Kids May Do Worse in Math: Study:  http://on-msn.com/LbrNbN
2.13263E+17,Thu Jun 14 13:32:17 +0000 2012,Timed Traffic Crosswalks Too Fast for Many Elderly: Study:  http://on-msn.com/LbrNbL
2.13027E+17,Wed Jun 13 21:57:02 +0000 2012,Birth Control That Uses Combined Hormones Raises Heart Risk: Study:  http://on-msn.com/NgYcPJ
2.13027E+17,Wed Jun 13 21:57:02 +0000 2012,Targeted Radiation for Lung Cancer May Carry Risks:  http://on-msn.com/NgYcPF
2.13027E+17,Wed Jun 13 21:57:02 +0000 2012,Violence Takes a Toll on Children's Sleep:  http://on-msn.com/NgYcPz
2.13012E+17,Wed Jun 13 20:55:10 +0000 2012,Guidelines Issued for When Docs Should Order Vascular Testing:  http://on-msn.com/NgIUKE
2.12988E+17,Wed Jun 13 19:21:29 +0000 2012,Scientists Probe Diversity of Human Body's Microbes:  http://on-msn.com/MNDy7d
2.12988E+17,Wed Jun 13 19:21:29 +0000 2012,"Bonobo Genome Sheds Light on Their Links to Chimps, Humans:  http://on-msn.com/MNDy7b"
2.12988E+17,Wed Jun 13 19:21:28 +0000 2012,"Plague Rare in U.S., Surfacing in More Affluent Areas:  http://on-msn.com/MNDy79"
2.12988E+17,Wed Jun 13 19:21:28 +0000 2012,"Mouse Study Suggests Certain Fats Could Trigger Crohn's, Colitis:  http://on-msn.com/MNDww6"
2.12988E+17,Wed Jun 13 19:21:28 +0000 2012,"Young Kids With Hip, Thigh Fractures Heal Well With Single-Leg Casts:  http://on-msn.com/M43IQJ"
2.12957E+17,Wed Jun 13 17:16:20 +0000 2012,Sleep Apnea Treatment Might  Boost Men's Sex Lives:  http://on-msn.com/OBetf8
2.12957E+17,Wed Jun 13 17:16:20 +0000 2012,"Obesity, Depression Blamed for Daytime Sleepiness 'Epidemic':  http://on-msn.com/OBetf3"
2.12957E+17,Wed Jun 13 17:16:19 +0000 2012,Pregnancy-Related Deaths Fall Worldwide: Report:  http://on-msn.com/OBevUi
2.12957E+17,Wed Jun 13 17:16:19 +0000 2012,Sleep Apnea May Spur Carb Cravings in Diabetics:  http://on-msn.com/OBesYK
2.12907E+17,Wed Jun 13 14:00:08 +0000 2012,Raucous Music May Tap Into Your Inner Animal:  http://on-msn.com/L79dBL
2.12907E+17,Wed Jun 13 14:00:08 +0000 2012,Omega-3 Supplements May Not Aid Aging Brain:  http://on-msn.com/L79bK6
2.12907E+17,Wed Jun 13 14:00:07 +0000 2012,"Sleep Habits in U.S. Vary by Race, Native Country: Study:  http://on-msn.com/L79bK0"
2.12694E+17,Tue Jun 12 23:53:41 +0000 2012,"Heavy Drinking, Smoking Won't Harm Men's Sperm: Study:  http://on-msn.com/OuYPBO"
2.12662E+17,Tue Jun 12 21:44:55 +0000 2012,"Older Women Should Not Take Calcium, Vitamin D: Task Force:  http://on-msn.com/M0nhJv"
2.12662E+17,Tue Jun 12 21:44:55 +0000 2012,Alzheimer's-Linked Gene May Have More Effect on Women:  http://on-msn.com/M0nhJq
2.12646E+17,Tue Jun 12 20:40:44 +0000 2012,Modest Health Care Spending Rise Expected for 2013: Report:  http://on-msn.com/NauGep
2.12646E+17,Tue Jun 12 20:40:43 +0000 2012,"Huge Rise in CT, MRI, Ultrasound Scan Use: Study:  http://on-msn.com/LYCZTg"
2.12646E+17,Tue Jun 12 20:40:43 +0000 2012,C-Section Babies May Be More Likely to Fail First Hearing Test:  http://on-msn.com/NauGej
2.12646E+17,Tue Jun 12 20:40:43 +0000 2012,Newborn Screening May Miss Adrenal-Gland Disorder:  http://on-msn.com/LYCZCP
2.12646E+17,Tue Jun 12 20:40:42 +0000 2012,Female Doctors Earn Less Than Male Counterparts: Study:  http://on-msn.com/NauGef
2.12613E+17,Tue Jun 12 18:33:02 +0000 2012,"Sleep Apnea Therapy Might Ease Depression, Too:  http://on-msn.com/MIgzu9"
2.12581E+17,Tue Jun 12 16:25:38 +0000 2012,'Mindful' Meditation Tied to Healthy Brain Changes: Study:  http://on-msn.com/L3oXpf
2.12581E+17,Tue Jun 12 16:25:38 +0000 2012,"Sleep Apnea in Teens Linked to Social, Behavioral Woes:  http://on-msn.com/OsfAxL"
2.12538E+17,Tue Jun 12 13:31:33 +0000 2012,Does More Dental Plaque Mean Higher Chances of Dying From Cancer?:  http://on-msn.com/OqZNz5
2.12538E+17,Tue Jun 12 13:31:33 +0000 2012,"Older Dads May Pass on Longevity to Kids, Study Finds:  http://on-msn.com/OqZPXE"
2.12538E+17,Tue Jun 12 13:31:32 +0000 2012,Early Menopause May Raise Risk for Brain Aneurysm:  http://on-msn.com/L2Nb2Z
2.12538E+17,Tue Jun 12 13:31:32 +0000 2012,Procedure Might Ease Pain of Female Genital Mutilation:  http://on-msn.com/L2N9rP
2.12347E+17,Tue Jun 12 00:52:45 +0000 2012,"Knee Injections for Arthritis? Save Your Money, Study Says:  http://on-msn.com/LWMx3t"
2.12347E+17,Tue Jun 12 00:52:45 +0000 2012,Noisy Wards Could Threaten Hospital Patients' Health:  http://on-msn.com/MEoVTO
2.12331E+17,Mon Jun 11 23:49:59 +0000 2012,No Cancer Risk From Long-Acting Insulin: Studies:  http://on-msn.com/OmlfFi
2.12331E+17,Mon Jun 11 23:49:59 +0000 2012,Quitting Smoking Even in Old Age Prolongs Life: Study:  http://on-msn.com/L0Dzpq
2.12307E+17,Mon Jun 11 22:15:23 +0000 2012,"Diabetes Drugs Avandia, Actos Linked to Vision Woes:  http://on-msn.com/MwLPJ5"
2.12307E+17,Mon Jun 11 22:15:23 +0000 2012,Statins May Leave Patients With Less Energy: Study:  http://on-msn.com/MwLNkz
2.12307E+17,Mon Jun 11 22:15:23 +0000 2012,"Fish Oil Won't Save Diabetics' Hearts, Research Suggests:  http://on-msn.com/N5uPj3"
2.12307E+17,Mon Jun 11 22:15:22 +0000 2012,Diabetes Drug Metformin May Cut Breast Cancer Risk in Older Women:  http://on-msn.com/N5uNrt
2.12307E+17,Mon Jun 11 22:15:17 +0000 2012,Could Slow Walking Foreshadow Early Dementia?:  http://on-msn.com/N5uNb1
2.12275E+17,Mon Jun 11 20:08:25 +0000 2012,Seizure Behind Commerce Secretary Bryson's Crashes: Report:  http://on-msn.com/Ol0Lgf
2.12259E+17,Mon Jun 11 19:05:43 +0000 2012,TV Anchor Robin Roberts Has Rare Bone Marrow Disorder:  http://on-msn.com/MvSgfy
2.12259E+17,Mon Jun 11 19:05:43 +0000 2012,"Thyroid Cancer Seldom Shortens Lifespan, Study Finds:  http://on-msn.com/MvSiUB"
2.12259E+17,Mon Jun 11 19:05:38 +0000 2012,Low Levels of Brain Chemical May Boost Aggression:  http://on-msn.com/N4FEBZ
2.12226E+17,Mon Jun 11 16:54:23 +0000 2012,Inactivation of Gene Might Cause Skin Cancer to Spread:  http://on-msn.com/Lv4OWA
2.12186E+17,Mon Jun 11 14:14:54 +0000 2012,Too Little Sleep Tied to Stroke Risk:  http://on-msn.com/MBXha2
2.12186E+17,Mon Jun 11 14:14:49 +0000 2012,Self-Harm Showing Up in Elementary Schools: Study:  http://on-msn.com/LUHJvg
2.12186E+17,Mon Jun 11 14:14:48 +0000 2012,Young Cancer Survivors Often Face Long-Term Health Problems:  http://on-msn.com/LUHGQe
2.12186E+17,Mon Jun 11 14:14:48 +0000 2012,Fear of Dark Keeps Some Adults Awake at Night: Study:  http://on-msn.com/LUHGQc
2.1189E+17,Sun Jun 10 18:39:44 +0000 2012,Scientists Spot More Migraine Genes:  http://on-msn.com/MrjUuc
2.1189E+17,Sun Jun 10 18:39:44 +0000 2012,Study Digs Into Secrets of Keeping HIV in Check:  http://on-msn.com/MrjUu6
2.11859E+17,Sun Jun 10 16:33:28 +0000 2012,More Progress Made on Artificial Pancreas for Diabetes Patients:  http://on-msn.com/MqVzEO
