tweet_id,date_and_time,tweet
5.7505E+17,Mon Mar 09 21:44:40 +0000 2015,"With Ebola crisis easing, efforts to test new drugs and vaccines are in jeopardy. Why? Too few patients http://lat.ms/1wm7sZx"
5.7501E+17,Mon Mar 09 19:05:24 +0000 2015,Air pollution? Obesity? Genetics? You can study them all via daylight saving time http://lat.ms/1A84HY3
5.74964E+17,Mon Mar 09 16:05:37 +0000 2015,"For scientists, daylight saving time is a great opportunity to conduct all kinds of research. http://lat.ms/1A84HY3"
5.74254E+17,Sat Mar 07 17:03:34 +0000 2015,"After shifting fads, time for a clear-eyed look at fat in our diets http://lat.ms/1Gtx9e7"
5.74194E+17,Sat Mar 07 13:06:35 +0000 2015,Three light-therapy products to aid seasonal affective disorder http://lat.ms/1HbYe32
5.7398E+17,Fri Mar 06 22:55:07 +0000 2015,"A pill to burn calories? ""We are quite excited about it,"" says @EmoryUniversity researcher. So are we!http://lat.ms/1B9Gsg3"
5.73952E+17,Fri Mar 06 21:03:05 +0000 2015,Health focus shifts to gut microbiome and nurturing 'good' bacteria http://lat.ms/1GrwjP1
5.7394E+17,Fri Mar 06 20:15:40 +0000 2015,"This compound tricks muscles into thinking they were getting regular, intensive exercise. Only in females. http://lat.ms/1B9Gsg3"
5.73936E+17,Fri Mar 06 19:57:46 +0000 2015,Don't get out of your chair just to work out: even intensive exercise may not help if you sit for long hours. http://lat.ms/1GrngO4
5.73934E+17,Fri Mar 06 19:53:12 +0000 2015,Why do female killer whales--and humans--live long beyond child-bearing years? To lead. http://lat.ms/1McGw0s
5.73923E+17,Fri Mar 06 19:06:36 +0000 2015,"Patricia Bragg, a living testament to healthful habits http://lat.ms/1H7OGGg"
5.73895E+17,Fri Mar 06 17:15:30 +0000 2015,Could a puff of oxytocin keep the pounds away? Preliminary results are encouraging http://lat.ms/1wKRkBh
5.7372E+17,Fri Mar 06 05:40:08 +0000 2015,"Oxytocin turns men into cuddly, highly evolved salad-eaters. via @LATMelissaHealy http://lat.ms/1wKRkBh"
5.73679E+17,Fri Mar 06 02:57:02 +0000 2015,"Boost his levels of the hormone oxytocin and he might evolve into a trim, salad-eating snuggle-bunny. http://lat.ms/1McmTr0"
5.73678E+17,Fri Mar 06 02:54:48 +0000 2015,"Boost a healthy aging guy's testosterone and you might raise his risk of heart attack, says FDA. http://lat.ms/1EeQS0o"
5.73677E+17,Fri Mar 06 02:49:55 +0000 2015,"A potential weight-loss, obesity prevention drug that only works for females? Sweet justice! http://lat.ms/1Kv6yR2"
5.73677E+17,Fri Mar 06 02:49:05 +0000 2015,"A potential weight-loss, obesity prevention drug that only works for females? Sweet justice!"
5.73645E+17,Fri Mar 06 00:45:11 +0000 2015,RT @mmacvean: Delicious #goji drink. Not too sweet. From #Sonoma. @NatProdExpo @gojivitatea. #superberries http://pbs.twimg.com/media/B_XfRqpUwAALuSn.jpg
5.73579E+17,Thu Mar 05 20:22:09 +0000 2015,RT @mmacvean: Is it #natural if it has these? W/ @MicheleRSimon @NatProdExpo #Expowest2015 http://pbs.twimg.com/media/B_XDOQbU8AARNdJ.jpg
5.73575E+17,Thu Mar 05 20:05:45 +0000 2015,RT @mmacvean: .@MicheleRSimon talking to companies @NatProdExpo about not getting sued over #natural #Expowest2015 How to do the right thin…
5.7357E+17,Thu Mar 05 19:45:57 +0000 2015,RT @mmacvean: .@srirachasauce goes everywhere. @country archer #beef jerky. @NatProdExpo #ExpoWest http://pbs.twimg.com/media/B_W5yF-UcAAWYWN.jpg
5.7357E+17,Thu Mar 05 19:45:50 +0000 2015,RT @mmacvean: Will these get eating #chia? #chocolate covered. #ExpoWest2015 @NatProdExpo http://pbs.twimg.com/media/B_W37ZfVAAA7H4x.jpg
5.7357E+17,Thu Mar 05 19:45:21 +0000 2015,RT @mmacvean: Ancient Greeks had word for #celiacdisease @GlutenFreeFind. Seminar @NatProdExpo
5.73569E+17,Thu Mar 05 19:43:07 +0000 2015,RT @mmacvean: In #Anaheim @NatProdExpo #expowest. Let me know of cool new foods. http://pbs.twimg.com/media/B_WnX03U8AAuqOH.jpg
5.73301E+17,Thu Mar 05 01:55:19 +0000 2015,Good news: The number of twins/triplets/multiples born as a result of IVF keeps falling. http://lat.ms/17RHiCB
5.73255E+17,Wed Mar 04 22:54:06 +0000 2015,Uh-oh: Even a rigorous workout won't undo the ill effects of prolonged sitting. @ACCinTouch http://lat.ms/1M6N948
5.73254E+17,Wed Mar 04 22:50:34 +0000 2015,Look around at 1 and 2-yr-olds. About 1.5% of them wouldn't be here without IVF. http://lat.ms/17RHiCB
5.73242E+17,Wed Mar 04 22:02:32 +0000 2015,"Supplements to boost ""low T"" increase risk of heart attacks &amp; strokes, @US_FDA warns. Think twice before taking. http://lat.ms/1M7UO4h"
5.73238E+17,Wed Mar 04 21:47:51 +0000 2015,"The @US_FDA warns men of risks of taking prescription testosterone supplements to boost ""low T"" http://lat.ms/1M7UO4h"
5.73234E+17,Wed Mar 04 21:28:39 +0000 2015,"63,286: The number of babies born in 2013 as a result of IVF and other fertility treatments. http://lat.ms/17RHiCB"
5.72961E+17,Wed Mar 04 03:24:41 +0000 2015,Guys: 1) your penis is fine (http://lat.ms/1DSisho); and 2) tired and not-always-up-for-sex isn't a disease (http://lat.ms/1EeQS0o)
5.72951E+17,Wed Mar 04 02:45:20 +0000 2015,"Not every study can win a @NobelPrize. But this one, on penis lengths, will be useful to many people @BJUIjournal http://lat.ms/1NecSeA"
5.72938E+17,Wed Mar 04 01:55:14 +0000 2015,Study proves that finger length and foot size DO NOT predict the length of a man's penis http://lat.ms/1NecSeA
5.72932E+17,Wed Mar 04 01:30:36 +0000 2015,"Height is indeed correlated with penis size, but the association is weak. Data from @BJUIjournal http://lat.ms/1NecSeA"
5.72932E+17,Wed Mar 04 01:30:06 +0000 2015,"Researchers comb through measurements of more than 15,000 men to see what qualifies as a 'normal' penis http://lat.ms/1NecSeA"
5.72927E+17,Wed Mar 04 01:12:05 +0000 2015,5.2 inches: The average length of an erect penis. Here's the study that crunched the numbers http://lat.ms/1NecSeA
5.72576E+17,Tue Mar 03 01:55:07 +0000 2015,74% of doctors surveyed said they have complied with parents' requests to 'spread out' childhood vaccines http://lat.ms/1vUFunE
5.72528E+17,Mon Mar 02 22:45:19 +0000 2015,Doctors often delay vaccines for young children even though they believe it puts these kids at risk. Here's why http://lat.ms/1vUFunE
5.72509E+17,Mon Mar 02 21:30:50 +0000 2015,Pediatricians and family medicine doctors feel trapped by parents who don't trust expert advice on vaccines http://lat.ms/1vUFunE
5.72504E+17,Mon Mar 02 21:11:02 +0000 2015,"Vaccine-wary parents pressure doctors to delay vaccines, and many go along despite serious reservations http://lat.ms/1vUFunE"
5.72484E+17,Mon Mar 02 19:50:24 +0000 2015,"RT @LATerynbrown: Coming home after treating Ebola patients has its challenges, volunteer doctor says http://lat.ms/1Ck3GBZ"
5.72442E+17,Mon Mar 02 17:01:37 +0000 2015,"RT @renelynch: Diet is only one part of the Primal lifestyle, @Mark_Sisson told me http://lat.ms/1vLRveV Read more about his quest for hea…"
5.71852E+17,Sun Mar 01 02:00:24 +0000 2015,Wind tunnel experiments reveal the REAL reason you have eyelashes: http://lat.ms/1wyKEkd
5.71808E+17,Sat Feb 28 23:05:05 +0000 2015,Clinical trial of #Ebola drug ZMapp now underway in Liberia. Only some of the study participants will get it. http://lat.ms/1C9s3Cj
5.71758E+17,Sat Feb 28 19:45:27 +0000 2015,Better late than never? US @NIAIDNews begins clinical trial of ZMapp in Liberia. http://lat.ms/1C9s3Cj
5.71673E+17,Sat Feb 28 14:06:27 +0000 2015,Getting primal with Mark Sisson http://lat.ms/1DDdqFk
5.71671E+17,Sat Feb 28 14:00:35 +0000 2015,A brief timeline shows how we're gluttons for diet fads http://lat.ms/1aBjQuZ
5.71416E+17,Fri Feb 27 21:05:05 +0000 2015,Innovative sunglasses are a sight for active eyes http://lat.ms/1awBS1x
5.71393E+17,Fri Feb 27 19:34:35 +0000 2015,Angels' Mike Trout stays one of baseball's best the old way: lots of work http://lat.ms/1aw7Lay
5.71359E+17,Fri Feb 27 17:19:05 +0000 2015,"Avatars often reflect a reality about their creators, study finds http://lat.ms/1avtEqC"
5.71025E+17,Thu Feb 26 19:12:11 +0000 2015,"The ""love hormone"" oxytocin kills alcohol's buzz--who knew? Maybe a treatment for alcoholism &amp; other addictions? http://lat.ms/1E0wM9X"
5.71024E+17,Thu Feb 26 19:08:50 +0000 2015,"Emulsifiers are everywhere in prepared food. A new study says they may cause colitis, pre-diabetes and obesity. http://lat.ms/180IHqp"
5.6912E+17,Sat Feb 21 13:02:44 +0000 2015,Workout on a Gyrotonic tower gives body what it longs for http://lat.ms/19PKxvy
5.68896E+17,Fri Feb 20 22:12:36 +0000 2015,"Once shunned, Greg LeMond returns to biking world and road to success http://lat.ms/19LV3UA"
5.68848E+17,Fri Feb 20 19:03:12 +0000 2015,'Forest bath' is way to let nature cleanse away stress http://lat.ms/19KVS03
5.68823E+17,Fri Feb 20 17:22:39 +0000 2015,Let go of stress by creating your own spa environment http://lat.ms/1CUX76i
5.68645E+17,Fri Feb 20 05:36:49 +0000 2015,RT @latimesscience: UCLA superbug outbreak: Why the medical scope used is hard to disinfect http://lat.ms/19G6a1p
5.68625E+17,Fri Feb 20 04:17:12 +0000 2015,Solstice Canyon hike in Malibu takes in ruins of old estate http://lat.ms/1CQYG5o
5.68504E+17,Thu Feb 19 20:13:11 +0000 2015,Gluten-free baking from Kristine Kidd http://lat.ms/19EfoLN
5.68225E+17,Thu Feb 19 01:45:11 +0000 2015,Pot can change a brain circuit from being one that tells the body it's full to one that tells it to keep eating. http://lat.ms/1vGBce0
5.68186E+17,Wed Feb 18 23:10:31 +0000 2015,Scientists use genetic engineering to thwart HIV with a big fake-out. Here's how: http://lat.ms/1MxNUXg
5.68166E+17,Wed Feb 18 21:49:48 +0000 2015,RT @mmacvean: Some #ucla #usc research on #meditation. Helps sleep? Have you tried it? http://lat.ms/1vGNvqP
5.68164E+17,Wed Feb 18 21:45:25 +0000 2015,THIS is why marijuana is bad for your diet. Thank the stoned mice @Yale who helped researchers figure it out http://lat.ms/1vGBce0
5.68142E+17,Wed Feb 18 20:16:01 +0000 2015,"Scientists fight HIV by passing the immune system. Instead, they use gene therapy to create decoy molecules http://lat.ms/1MxNUXg"
5.68131E+17,Wed Feb 18 19:31:05 +0000 2015,Gene therapy technique functions like an effective HIV vaccine in monkeys. via @Nature http://lat.ms/1MxNUXg
5.68126E+17,Wed Feb 18 19:13:01 +0000 2015,Dozens of stoned lab mice help scientists trace the origins of the munchies. @Nature via @DeborahNetburn http://lat.ms/1vGBce0
5.68121E+17,Wed Feb 18 18:50:58 +0000 2015,"HIV researchers say a gene therapy technique protects monkeys from infection, via @Nature http://lat.ms/1MxNUXg"
5.67515E+17,Tue Feb 17 02:45:10 +0000 2015,A simple diet with just one rule worked about as well as the effective - but complicated - @American_Heart diet http://lat.ms/19pvgS7
5.67506E+17,Tue Feb 17 02:10:12 +0000 2015,"If you can eat 30 grams of fiber per day, you can lose weight. That's what happened in this @AnnalsofIM study http://lat.ms/19pvgS7"
5.67463E+17,Mon Feb 16 23:20:13 +0000 2015,"When it comes to dieting, simple advice can be effective, @AnnalsofIM study shows http://lat.ms/19pvgS7"
5.67463E+17,Mon Feb 16 23:20:09 +0000 2015,Detailed diet rules produced only slightly better results than a much simpler alternative in new study http://lat.ms/19pvgS7
5.67462E+17,Mon Feb 16 23:12:43 +0000 2015,Trying to lose weight? Try eating more fiber. Here's why: http://lat.ms/19pvgS7
5.67459E+17,Mon Feb 16 23:03:58 +0000 2015,When less is more: Advice on losing weight. Simple diet worked about as well as complicated one. @AnnalsofIM http://lat.ms/19pvgS7
5.674E+17,Mon Feb 16 19:09:06 +0000 2015,Meditation booms as people seek a way to slow down http://lat.ms/1CAUHJW
5.66644E+17,Sat Feb 14 17:03:08 +0000 2015,"Anna Kendrick seeks pitch-perfect balance of work, workouts and sleep http://lat.ms/1CsyNsl"
5.6642E+17,Sat Feb 14 02:15:29 +0000 2015,"Sad, but perhaps true: ""Few individuals ever truly recover from obesity."" Expert opinion in @TheLancetEndo http://lat.ms/1zAY4fj"
5.66375E+17,Fri Feb 13 23:14:51 +0000 2015,The truth about overcoming obesity is utterly grim. But someone had to say it. http://lat.ms/19f0gnF
5.66369E+17,Fri Feb 13 22:50:08 +0000 2015,"Once you are fat, ""body weight seems to become biologically 'stamped in' and defended."" http://lat.ms/1zAY4fj"
5.66342E+17,Fri Feb 13 21:03:34 +0000 2015,Acid reflux raises serious health concerns http://lat.ms/1CoY5HM
5.66327E+17,Fri Feb 13 20:05:37 +0000 2015,Some heavy-hitting doctors debunk the idea that diet &amp; exercise alone can solve the obesity crisis. In @TheLancetEndo http://lat.ms/1zAY4fj
5.66301E+17,Fri Feb 13 18:22:45 +0000 2015,"Advice to ""eat less, move more"" is not enough to make obese people slim, experts argue in @TheLancetEndo http://lat.ms/1zAY4fj"
5.66298E+17,Fri Feb 13 18:07:05 +0000 2015,Little innovations make a big difference for riders http://lat.ms/1Co84gE
5.66054E+17,Fri Feb 13 02:00:27 +0000 2015,Does your dog know how you're feeling? Perhaps so! They passed this emotional fluency test in Austria http://lat.ms/1CjU6w3
5.66008E+17,Thu Feb 12 22:55:18 +0000 2015,"Study identifies more diseases that cause smokers to die: breast &amp; prostate cancer, hypertension, kidney failure http://lat.ms/1CiC3nt"
5.65982E+17,Thu Feb 12 21:13:38 +0000 2015,RT @LATkarenkaplan: Can you tell which face is angry and which is sad? Dogs can. via @CurrentBiology http://lat.ms/1CjU6w3 http://t.co/2bh…
5.65961E+17,Thu Feb 12 19:50:27 +0000 2015,"Estimate of 480,000 smoking deaths per year understates the true toll of cigarettes in America, via @NEJM http://lat.ms/1CiC3nt"
5.65937E+17,Thu Feb 12 18:15:17 +0000 2015,How to stop a stroke in its tracks? Go in and grab the clot blocking blood flow to brain. http://lat.ms/1E4QxKi
5.6592E+17,Thu Feb 12 17:05:37 +0000 2015,"The health benefits of alcohol consumption are more limited than previously thought, researchers say http://lat.ms/1yhOMEP"
5.65696E+17,Thu Feb 12 02:15:15 +0000 2015,Unintended consequence of better federal oversight for organ transplants: Fewer hearts are actually transplanted? http://lat.ms/16SLUYm
5.6565E+17,Wed Feb 11 23:14:57 +0000 2015,Smoking is even more deadly than you think. So says this special report in @NEJM http://lat.ms/1CiC3nt
5.65649E+17,Wed Feb 11 23:10:26 +0000 2015,44%: The proportion of available donor hearts transplanted into patients in 1995. 29%: Equivalent figure for 2006. http://lat.ms/16SLUYm
5.65604E+17,Wed Feb 11 20:10:25 +0000 2015,"With more patients in need of heart transplants, you might more donor hearts would be accepted by doctors. But .... http://lat.ms/16SLUYm"
5.6559E+17,Wed Feb 11 19:15:42 +0000 2015,"L'chaim. Sante. Salud. But only women ages 65 or older can truly drink to their health, study finds http://lat.ms/1yhOMEP"
5.65572E+17,Wed Feb 11 18:05:05 +0000 2015,Good news: Health benefits of drinking are real. Bad news: Only for women ages 65 and older. Study in @BMJ_Open http://lat.ms/1yhOMEP
5.65571E+17,Wed Feb 11 17:59:08 +0000 2015,"Drink to your health? Only if you're a woman who's at least 65 years old, says study in @BMJ_Open http://lat.ms/1yhOMEP"
5.65569E+17,Wed Feb 11 17:51:19 +0000 2015,Sad fact about heart transplants: Only 32% of available donor hearts find their way into patients. http://lat.ms/16SLUYm
5.65327E+17,Wed Feb 11 01:50:20 +0000 2015,Fed-up doctors who drop unvaccinated patients are at odds with @AmerAcadPeds. http://lat.ms/1CdUfPb
5.65284E+17,Tue Feb 10 23:00:45 +0000 2015,"Vaccine ultimatum resulted in 50-100 additional kids getting MMR, says pediatrician who used it http://lat.ms/1CdUfPb"
5.65236E+17,Tue Feb 10 19:50:13 +0000 2015,"Patients who are not vaccinated are presenting a clear and present danger, says a pediatrician who won't see them http://lat.ms/1CdUfPb"
5.65229E+17,Tue Feb 10 19:23:05 +0000 2015,Smartphone apps keep pace with costly fitness trackers http://lat.ms/1IN4nHD
5.65217E+17,Tue Feb 10 18:35:14 +0000 2015,"In the battle of the fitness trackers, @Nike's Fuelband was worst (by far). Study by @miteshpatel in @JAMA_current http://lat.ms/1A9pqA4"
5.65209E+17,Tue Feb 10 18:00:57 +0000 2015,Which pedometer is best? @fitbit's One and Zip models were most consistently accurate in this @JAMA_current study http://lat.ms/1A9pqA4
5.65206E+17,Tue Feb 10 17:50:56 +0000 2015,"Can't afford a Fitbit? Free smartphone apps are just about as good, @JAMA_current report says http://lat.ms/1A9pqA4"
5.65202E+17,Tue Feb 10 17:32:18 +0000 2015,Some pediatricians have run out of patience with anti-vax parents &amp; drop them as patients http://lat.ms/1CdUfPb
5.64978E+17,Tue Feb 10 02:45:21 +0000 2015,"Among teens using contraception, researchers @USC &amp; @Harvard found no link between Gardasil and risk of STIs http://lat.ms/1vAS8YT"
5.6497E+17,Tue Feb 10 02:10:06 +0000 2015,"Teens vaccinated against HPV got more sexually transmitted infections, but so did teens who weren't vaccinated http://lat.ms/1vAS8YT"
5.64937E+17,Tue Feb 10 00:01:00 +0000 2015,Parents can breathe easy: HPV vaccine does not make teens more likely to have sex. via @JAMAInternalMed http://lat.ms/1vAS8YT
5.6493E+17,Mon Feb 09 23:33:02 +0000 2015,"For teen girls, getting older is a risk factor for STIs. HPV vaccine isn't. Data in @JAMAInternalMed http://lat.ms/1vAS8YT"
5.64914E+17,Mon Feb 09 22:30:24 +0000 2015,"RT @LATerynbrown: Measles parties in California? Via @KQEDhealth http://bit.ly/1Dd573M . Reminds me of ""pox parties"" from 2011 http://t.co…"
5.64154E+17,Sat Feb 07 20:10:12 +0000 2015,"Smartphone-based diagnostic lab costs $34; desktop version costs $18,450 http://lat.ms/1zgOFJU"
5.64105E+17,Sat Feb 07 16:55:05 +0000 2015,"This @Columbia invention certainly parts the ""smart"" in smartphone! http://lat.ms/1zgOFJU"
5.64047E+17,Sat Feb 07 13:03:33 +0000 2015,Snow Summit ski school at Big Bear turns out more confident skiers http://lat.ms/1xHnuau
5.63892E+17,Sat Feb 07 02:50:05 +0000 2015,"On Brian Williams: ""Memory is prone to error and distortion,"" says @Harvard psychologist Daniel Schacter http://lat.ms/1KpNIal"
5.6388E+17,Sat Feb 07 02:01:18 +0000 2015,"On a 10-point stress scale, low-income folks average 5.2 while higher-income folks average only 4.7. http://lat.ms/1CBtIQW"
5.63858E+17,Sat Feb 07 00:35:11 +0000 2015,"Lightweight, low-power smartphone device was 100% accurate in diagnosing HIV in Rwanda field tests. http://lat.ms/1zgOFJU"
5.63855E+17,Sat Feb 07 00:23:21 +0000 2015,Need to diagnose a case of HIV in remote Rwanda? @Columbia engineers have an app for that!  http://lat.ms/1zgOFJU
5.63852E+17,Sat Feb 07 00:11:19 +0000 2015,"Memory expert @eloftus1 on @BWilliams: ""This could easily be the development of a false memory."" http://lat.ms/1KpNIal"
5.63835E+17,Fri Feb 06 23:01:15 +0000 2015,"What makes Americans stressed out? Money, work, family responsibilities and health concerns. (Sound familiar?) http://lat.ms/1CBtIQW"
5.63828E+17,Fri Feb 06 22:34:03 +0000 2015,Vromage makes an art out of vegan cheeses made with nut milks http://lat.ms/1Ik7tmg
5.63821E+17,Fri Feb 06 22:06:11 +0000 2015,"Howie Mandel runs to be calm, works to help others with A-fib http://lat.ms/1IjY3qN"
5.63787E+17,Fri Feb 06 19:51:25 +0000 2015,Vegan January was full of good food and wise lessons http://lat.ms/1xBNvba
5.63787E+17,Fri Feb 06 19:50:06 +0000 2015,The gender gap in stress -- 38% of men and 49% of women say money worries stress them out. http://lat.ms/1CBtIQW
5.63753E+17,Fri Feb 06 17:37:52 +0000 2015,"America suffers from a ""stress inequality gap,"" much of it due to income inequality.  http://lat.ms/1CBtIQW"
5.63475E+17,Thu Feb 05 23:10:27 +0000 2015,Doctors inadvertently demonstrate how fecal transplants might help with weight loss. http://lat.ms/18SsTHc
5.63471E+17,Thu Feb 05 22:54:58 +0000 2015,"Fecal transplant cures c. diff infection, but it may have caused this woman to gain 40 pounds ... http://lat.ms/18SsTHc"
5.6317E+17,Thu Feb 05 03:00:24 +0000 2015,"When it comes to vaccines, random online comments can be just as persuasive as information from the @CDCgov http://lat.ms/1F7zeca"
5.63156E+17,Thu Feb 05 02:05:04 +0000 2015,The good: People believed @CDCgov's advice about vaccines. The bad: They also believed random online comments http://lat.ms/1F7zeca
5.63146E+17,Thu Feb 05 01:25:08 +0000 2015,"Brain signals hint at why drug addicts make bad choices, via @LATsciguy http://lat.ms/1DHg7Vq"
5.63145E+17,Thu Feb 05 01:20:21 +0000 2015,Double whammy for cocaine addicts: The drug alters brain circuits that help us learn from our mistakes http://lat.ms/1DHg7Vq
5.63135E+17,Thu Feb 05 00:38:34 +0000 2015,Clever produce snacks can turn a school bake sale into an UnBake Sale http://lat.ms/1I4qc4U
5.63134E+17,Thu Feb 05 00:35:40 +0000 2015,"On the Internet, the @CDCgov and random online commenters can be equally persuasive about vaccines http://lat.ms/1F7zeca"
5.63094E+17,Wed Feb 04 21:57:10 +0000 2015,New #glutenfree desserts from @KristineKidd Cornmeal blackberry cake was terrific. @CarolBlymire @CeliacAwareness. http://pbs.twimg.com/media/B9CC8s6CYAAcMFm.jpg
5.62807E+17,Wed Feb 04 02:55:12 +0000 2015,8% of people surveyed said they'd rather give up 2 years of life than take a pill every day. Would you? http://lat.ms/1vrgGDR
5.62795E+17,Wed Feb 04 02:10:09 +0000 2015,"The ideal ""dose"" of jogging is a lot lower than you might think. http://lat.ms/1zyNclx"
5.62774E+17,Wed Feb 04 00:44:22 +0000 2015,"@owlsrcute Hmmm, why?"
5.62772E+17,Wed Feb 04 00:36:11 +0000 2015,"How much do you hate taking pills? In this study, 21% of people said they'd rather pay $1,000 a week instead http://lat.ms/1vrgGDR"
5.62749E+17,Tue Feb 03 23:05:26 +0000 2015,Couch potatoes and high-intensity runners were equally likely to die during the 12 years of this heart study: http://lat.ms/1zyNclx
5.62747E+17,Tue Feb 03 22:57:34 +0000 2015,"When it comes to jogging, less is more, study argues http://lat.ms/1x9ZPiK"
5.62717E+17,Tue Feb 03 21:00:04 +0000 2015,"Think you don't have time to exercise? This new study says 1 to 1.4 hrs/week is ideal ""dose"" @ACCinTouch http://lat.ms/1zyNclx"
5.62444E+17,Tue Feb 03 02:55:10 +0000 2015,88% of FRUIT JUICES made for infants and toddlers contain added sugars. Why? http://lat.ms/1Almj7H
5.62429E+17,Tue Feb 03 01:55:11 +0000 2015,A typical toddler savory snack has a higher concentration of sodium than potato chips eaten by adults http://lat.ms/1Almj7H
5.62392E+17,Mon Feb 02 23:27:55 +0000 2015,Processed foods for America's youngest eaters may pave the way for cardiovascular disease years later http://lat.ms/1Almj7H
5.61525E+17,Sat Jan 31 14:03:04 +0000 2015,Smart sports devices aim to step up performance http://lat.ms/1HxBQFf
5.61306E+17,Fri Jan 30 23:31:20 +0000 2015,FDA has approved marketing of ADHD drug Vyvanse in treatment of binge eating disorder. http://lat.ms/1Ahet9S
5.61242E+17,Fri Jan 30 19:16:17 +0000 2015,RT @aminawrite: Do liberals outlive conservatives? New study elicits debate: http://lat.ms/18Al60y #science #politics
5.61208E+17,Fri Jan 30 17:04:34 +0000 2015,6 L.A. restaurants for vegans; there are 60 in L.A. http://lat.ms/1Hs6kbP
5.60993E+17,Fri Jan 30 02:50:15 +0000 2015,48% -- the percentage of patients in need of organ transplants who actually get them.  http://lat.ms/18AkwzT
5.60978E+17,Fri Jan 30 01:50:08 +0000 2015,Recipients of heart transplants gain 4.9 yrs of life (on average); folks who get kidneys get 4.4 extra years. http://lat.ms/18AkwzT
5.60943E+17,Thu Jan 29 23:31:40 +0000 2015,Health experts throw cold water on juice cleanse http://lat.ms/1Hn10X6
5.60943E+17,Thu Jan 29 23:31:39 +0000 2015,Juicing trend still going strong in 2015 http://lat.ms/1Hn135d
5.60942E+17,Thu Jan 29 23:25:14 +0000 2015,On the fence about becoming an organ donor? This may help you make up your mind: http://lat.ms/18AkwzT
5.60937E+17,Thu Jan 29 23:07:53 +0000 2015,"2,270,859 -- The number of years of extra life lived by organ transplant recipients. http://lat.ms/18AkwzT"
5.60937E+17,Thu Jan 29 23:05:25 +0000 2015,The researchers who did this study expected Republicans to outlive Democrats. But that's not what happened: http://lat.ms/1BvRvwi
